latitude,longitude,elevation,value_count,cdi_index,interpolation_flag,elevation_max,elevation_min,stdev
degrees_north,degrees_east,m,,,,m,m,m
47.725520833305275,-4.384895833345362,-84.0,1,16352,0,-84.0,-84.0,0.08558165
47.725520833305275,-4.383854166678695,-83.75781,0,16204,1,-84.18,-84.69,0.25579226
47.725520833305275,-4.382812500012029,-83.03906,0,16204,1,-84.64,-84.66,0.022097087
47.725520833305275,-4.381770833345362,-82.66016,0,16204,1,-83.78,-84.05,0.13441133
47.725520833305275,-4.380729166678695,-82.484375,0,16204,1,-82.98,-83.49,0.25483605
47.725520833305275,-4.379687500012029,-82.76953,0,16204,1,-83.3,-83.48,0.09375
47.725520833305275,-4.378645833345362,-83.41016,0,16204,1,-83.69,-83.84,0.07654656
47.725520833305275,-4.377604166678696,-83.34766,0,16204,1,-83.45,-84.02,0.2838422
47.725520833305275,-4.376562500012029,-83.265625,0,16204,1,-83.19,-84.11,0.45981058
47.725520833305275,-4.375520833345362,-83.71484,0,16204,1,-83.77,-84.52,0.375
47.725520833305275,-4.374479166678696,-83.70703,0,16204,1,-83.74,-84.77,0.36510378
47.725520833305275,-4.373437500012029,-82.66797,0,16204,1,-82.95,-83.55,0.29973948
47.725520833305275,-4.3723958333453625,-82.0,1,16352,0,-82.0,-82.0,0.5
47.725520833305275,-4.371354166678696,-83.3,1,16204,0,-83.3,-83.3,0.3284968
47.725520833305275,-4.370312500012029,-83.234375,0,16204,1,-82.69,-83.11,0.20963137
47.725520833305275,-4.369270833345363,-82.80469,0,16204,1,-82.53,-82.8,0.13441133
47.725520833305275,-4.368229166678696,-82.33594,0,16204,1,-82.19,-82.47,0.1414904
47.725520833305275,-4.3671875000120295,-82.50781,0,16204,1,-82.41,-82.6,0.09110862
47.725520833305275,-4.366145833345363,-82.80859,0,16204,1,-82.68,-82.93,0.125
47.725520833305275,-4.365104166678696,-83.0,1,16352,0,-83.0,-83.0,0.22534695
47.725520833305275,-4.36406250001203,-82.49219,0,16204,1,-82.27,-82.59,0.16237976
47.725520833305275,-4.363020833345363,-82.05,2,16204,0,-81.8,-82.3,0.12103073
47.725520833305275,-4.3619791666786965,-82.11719,0,16315,1,-81.98,-82.16,0.08558165
47.725520833305275,-4.36093750001203,-82.19922,0,16315,1,-82.25,-82.39,0.06629126
47.725520833305275,-4.359895833345363,-82.03125,0,16315,1,-82.2,-82.43,0.11267348
47.725520833305275,-4.358854166678697,-81.78125,0,16315,1,-81.89,-82.12,0.11267348
47.725520833305275,-4.35781250001203,-81.546875,0,16315,1,-81.52,-81.71,0.09375
47.725520833305275,-4.356770833345363,-81.26953,0,16315,1,-81.23,-81.36,0.069877125
47.725520833305275,-4.355729166678697,-81.16406,0,16351,1,-81.17,-81.22,0.022097087
47.725520833305275,-4.35468750001203,-81.52344,0,16351,1,-81.34,-81.4,0.03827328
47.725520833305275,-4.353645833345364,-81.7,1,16204,0,-81.7,-81.7,0.03125
47.725520833305275,-4.352604166678697,-81.14453,0,16351,1,-81.35,-81.59,0.1169268
47.725520833305275,-4.35156250001203,-81.36328,0,16351,1,-80.88,-81.42,0.27153355
47.725520833305275,-4.350520833345364,-81.421875,0,16351,1,-80.99,-81.38,0.19515619
47.725520833305275,-4.349479166678697,-81.40625,0,16351,1,-80.93,-81.25,0.1269381
47.725520833305275,-4.3484375000120306,-81.37891,0,16351,1,-80.58,-80.9,0.15780476
47.725520833305275,-4.347395833345364,-81.57031,0,16351,1,-80.78,-80.87,0.04941059
47.725520833305275,-4.346354166678697,-81.17969,0,16351,1,-80.71,-80.93,0.110485435
47.725520833305275,-4.345312500012031,-81.12109,0,16351,1,-80.85,-81.02,0.08558165
47.725520833305275,-4.344270833345364,-81.78906,0,16351,1,-81.54,-81.63,0.044194173
47.725520833305275,-4.3432291666786975,-82.0,1,16352,0,-82.0,-82.0,0.1269381
47.725520833305275,-4.342187500012031,-81.9375,0,16351,1,-81.78,-82.02,0.12303137
47.725520833305275,-4.341145833345364,-81.953125,0,16351,1,-81.38,-81.51,0.0625
47.725520833305275,-4.340104166678698,-81.9375,0,16157,1,-80.8,-80.86,0.03125
47.725520833305275,-4.339062500012031,-81.53516,0,16157,1,-80.13,-80.35,0.110485435
47.725520833305275,-4.3380208333453645,-81.39844,0,16157,1,-79.97,-80.18,0.10597391
47.725520833305275,-4.336979166678698,-83.48828,0,16157,1,-80.94,-81.64,0.34938562
47.725520833305275,-4.335937500012031,-84.0,3,16354,0,-83.0,-85.5,0.5
47.725520833305275,-4.334895833345365,-84.96094,0,16157,1,-81.81,-82.42,0.30458733
47.725520833305275,-4.333854166678698,-84.08984,2,16157,1,-81.25,-81.49,0.12103073
47.725520833305275,-4.332812500012031,-82.86719,0,16157,1,-80.8,-80.81,0.0
47.725520833305275,-4.331770833345365,-81.84375,0,16157,1,-80.57,-80.82,0.125
47.725520833305275,-4.330729166678698,-81.14844,0,16157,1,-80.54,-80.91,0.1848775
47.725520833305275,-4.329687500012032,-80.87891,0,16157,1,-80.5,-80.85,0.17399263
47.725520833305275,-4.328645833345365,-80.74609,2,16157,1,-80.3,-80.66,0.18087246
47.725520833305275,-4.327604166678698,-80.75,0,16157,1,-79.99,-80.38,0.19515619
47.725520833305275,-4.326562500012032,-80.78906,0,16157,1,-79.6,-80.07,0.23593232
47.725520833305275,-4.325520833345365,-81.22656,0,16157,1,-79.28,-80.22,0.33729738
47.725520833305275,-4.324479166678699,-81.25,0,16157,1,-80.22,-80.6,0.1887976
47.725520833305275,-4.323437500012032,-81.74219,0,16157,1,-80.42,-80.8,0.19008633
47.725520833305275,-4.322395833345365,-81.8125,0,16157,1,-80.43,-80.65,0.110485435
47.725520833305275,-4.321354166678699,-84.23047,0,16157,1,-80.34,-80.44,0.054126587
47.725520833305275,-4.320312500012032,-82.078125,0,16157,1,-80.26,-80.34,0.03827328
47.725520833305275,-4.3192708333453655,-80.0,1,16315,0,-80.0,-80.0,0.069877125
47.725520833305275,-4.318229166678699,-80.046875,0,16157,1,-80.01,-80.26,0.125
47.725520833305275,-4.317187500012032,-79.74219,0,16157,1,-79.75,-80.1,0.17258376
47.725520833305275,-4.316145833345366,-79.40625,0,16157,1,-79.43,-79.88,0.22534695
47.725520833305275,-4.315104166678699,-79.00781,0,16157,1,-79.09,-79.65,0.2803806
47.725520833305275,-4.3140625000120325,-78.8125,0,16157,1,-78.84,-79.45,0.30458733
47.725520833305275,-4.313020833345366,-78.67578,0,16157,1,-78.73,-79.29,0.2803806
47.725520833305275,-4.311979166678699,-78.63295,81,16157,0,-78.23,-79.05,0.1875
47.725520833305275,-4.310937500012033,-78.758286,241,16157,0,-78.48,-79.29,0.1269381
47.725520833305275,-4.309895833345366,-78.50153,387,16157,0,-77.85,-79.08,0.29231697
47.725520833305275,-4.3088541666786995,-78.153336,398,16157,0,-77.43,-78.76,0.26238838
47.725520833305275,-4.307812500012033,-77.94037,408,16157,0,-77.39,-78.47,0.2670001
47.725520833305275,-4.306770833345366,-77.71644,417,16157,0,-76.89,-78.35,0.35835454
47.725520833305275,-4.3057291666787,-77.46886,398,16157,0,-76.61,-78.2,0.4044431
47.725520833305275,-4.304687500012033,-77.668045,248,16157,0,-76.76,-78.45,0.39031237
47.725520833305275,-4.303645833345366,-77.82153,85,16157,0,-77.44,-78.21,0.17677669
47.725520833305275,-4.3026041666787,-77.79297,0,16157,1,-76.9,-78.46,0.779999
47.725520833305275,-4.301562500012033,-77.72656,0,16157,1,-77.04,-78.38,0.67023784
47.725520833305275,-4.300520833345367,-77.94141,0,16157,1,-77.16,-78.24,0.540363
47.725520833305275,-4.2994791666787,-78.53516,0,16157,1,-76.77,-77.97,0.44852188
47.725520833305275,-4.298437500012033,-79.0,1,16354,0,-79.0,-79.0,0.43972647
47.725520833305275,-4.297395833345367,-78.10156,0,16157,1,-75.99,-76.98,0.4950931
47.725520833305275,-4.2963541666787,-76.546875,0,16157,1,-75.72,-76.75,0.5149143
47.725520833305275,-4.295312500012034,-75.375,0,16157,1,-75.57,-76.42,0.42561996
47.725520833305275,-4.294270833345367,-75.0,1,16315,0,-75.0,-75.0,0.19887379
47.725520833305275,-4.2932291666787,-72.51953,0,16157,1,-72.72,-73.32,0.29973948
47.725520833305275,-4.292187500012034,-68.265625,0,16157,1,-69.36,-70.13,0.38527587
47.725520833305275,-4.291145833345367,-65.21875,0,16157,1,-64.54,-66.47,0.96470934
47.725520833305275,-4.2901041666787005,-63.414062,0,16157,1,-61.36,-64.09,1.3649312
47.725520833305275,-4.289062500012034,-64.359375,0,16157,1,-61.64,-64.17,1.2650461
47.725520833305275,-4.288020833345367,-66.35547,0,16157,1,-63.08,-65.74,1.3298702
47.725520833305275,-4.286979166678701,-68.76953,0,16157,1,-62.86,-65.77,1.454888
47.725520833305275,-4.285937500012034,-62.20703,0,16157,1,-60.06,-60.98,0.460076
47.725520833305275,-4.2848958333453675,-59.390625,0,16157,1,-58.28,-59.91,0.8149003
47.725520833305275,-4.283854166678701,-57.1,1,16315,0,-57.1,-57.1,1.1999756
47.725520833305275,-4.282812500012034,-59.558594,0,16157,1,-59.62,-61.15,0.764987
47.725520833305275,-4.281770833345368,-62.378906,0,16157,1,-62.45,-63.05,0.30014646
47.725520833305275,-4.280729166678701,-63.96875,0,16157,1,-64.51,-64.76,0.125
